,date,content,title,score
287,2021-08-31 22:32:11,Inútil,Lixo de aplicativo combina com o lixo de governo,1
288,2021-08-31 21:37:09,"A validação facial não funciona corretamente, muito demorado!!!",Validação facial é horrível,1
289,2021-08-30 14:41:10,Para uma pessoa idosa e sem instrução esse procedimento é para impossibilitad o acesso.,Dificil,1
290,2021-08-28 22:50:27,Reconhecimento facial não funciona. Não percam o tempo de você tentando. Já tentei mais de 100 vezes   e só da erro na autenticação.,RECONHECIMENTO,1
291,2021-08-27 15:50:19,A biometria não funciona. Vai preenchendo o anel de verde mas toda vez da erro. Muito complicado assim!!!,Ruim!!!,1
292,2021-08-27 12:33:41,"Venho por meio deste informar problemas na validação farcial, a mesma tem um tempo e sempre volta por erro no sistema e por isso nunca conclui",Problemas,1
293,2021-08-27 02:43:57,um lixo! nunca reconhece o rosto…,péssimo,1
294,2021-08-26 23:34:16,"Validação facial desnecessaria 
Pois temos outras funções mais práticas e espiada como biometria",Ação desnecessária,1
295,2021-08-26 04:24:25,"Baixei o aplicativo meu gov.br, fiz o cadastro, consigo acessar normalmente pelo computador com meu Cpf e senha criados. Porém no aplicativo do celular, onde conseguiria ter o acesso completo, pedem o cpf e senha, quando digito, entra, porém pedem certificação facial. Já tentei diversas vezes fazer q certificação facial, porém não consigo, sempre dá “inválido”.  Sendo assim, digito a senha, cpf, porém não consigo acessar por completo pois em seguida pede q verificação fácil que não está sendo reconhecida. Já tentei em diversos ambientes e posições, sem óculos, sem chapéu, com todas orientações sugeridas pelo aplicativo. 
Estranho também que quando acessei pelo computador, disseram que o telefone cadastrado era outro que não era o meu, sendo que estava cadastrado um telefone que não conheço, fiz essa mudança no site e cadastrei meu próprio telefone e agora o único problema é que pedem a autenticação facial que não estou conseguindo fazer, pois sempre diz que a certificação não foi validada. Como proceder? Existe uma solução por meio on line ou telefone ou algum lugar que posso fazer presencialmente essa certificação facial?  Obrigado",Não consigo fazer validação facial,1
296,2021-08-26 01:55:05,"Assim como grande parte aqui estou tendo sérios problemas para usar o app. Por mais que tente sempre, ao concluir o processo de identificação fácil é exibida a mensagem “verificação biométrica invalida”. Gente, será que em tanto tempo não conseguiram corrigir um erro simples assim?! E o pior esse aplicativo desfuncional é construído com base em nossos impostos e nem ao menos temos uma satisfação! Já passou a hora disso funcionar efetivamente!",Validação facial não funciona.,1
297,2021-08-25 22:47:48,"Fiz a besteira de habilitar a verificação em duas etapas. Quando tenho entrar pelo meu desktop, diz que o código foi enviado ao meu celular. Quando abro o aplicativo para obter o código, tenho que me logar, ação que pede o código de verificação. Coisa de maluco. Não consigo mais entrar nem pelo celular e nem pelo desktop. Meus parabéns!",Verificação em duas etapas,1
298,2021-08-24 22:02:56,Ruim,App não amigável,1
299,2021-08-24 14:23:28,"Pelo amor de Deus, ARRUMEM o sistema de verificação de biometria, não aguento mais mexer a minha cabeça pra tentar passar na verificação biométrica. Arrumem, pois isso não possibilita nenhum tipo de acessibilidade para nós jovens, quem dirá para os mais idosos",Péssimo sistema biométrico,1
300,2021-08-23 21:36:10,Não dá pra alterar a senha nunca! Sempre da erro e pede pra tentar mais tarde.,Péssimo,1
301,2021-08-21 15:02:39,"De tanto virar sorrir piscar e nada, não sou eu aqui é quem? Seu pai? Biometria errante, ajeita isso.",Torcicolo,1
302,2021-08-21 12:45:20,"Estou por várias vezes e outros aparelhos a identificação facial, não funciona. App com problema. Qual o tempo que atualização desse app. Pq colocar algo que não funciona no ar???",App não funciona o reconhecimento facial,1
303,2021-08-21 11:32:32,"Não consigo recuperar a minha senha e nem acionar o suporte 

O e-mail cadastrado está errado e não consigo alterar",Não consigo recuperar a minha senha e nem consigo acionar o suporte,1
304,2021-08-21 03:01:23,Por que só da para validar com a cnh ?,Horrível,1
305,2021-08-21 02:29:31,"Nunca fiz o cadastro, e tento recuperar a senha mas mandam o código para um número ou e-mail que eu nunca vi na vida.",Sem segurança,1
306,2021-08-20 23:14:02,"Como se não bastasse ser obrigado a seguir este procedimento ridículo de reconhecimento facial, tive que repetir-lo mais de três vezes. Isso num telefone top de linha, não quero nem imaginar a experiência num telefone com câmera mais simples. E não me venham com a ladainha de segurança porque nem aplicativo de bancão engessado submete o cidadão a tamanho circo. Se pudesse dar menos que uma estrela, o faria.",O pior sistema de reconhecimento facial da face da Terra,1
307,2021-08-20 19:35:49,"Não consigo acessar minha conta, não chega pra min o código de verificação em duas etapas através do SMS, e o telefone está correto.",Muito Ruim,1
308,2021-08-20 06:07:31,Reconhecimento facial não funciona fiquei com tontura de tanto tentar,Péssima qualidade do reconhecimento facial,1
309,2021-08-19 16:12:14,Já tentei de todas as formas possíveis fazer a biometria facial e continua dando inválido. Só dificulta e não tem nada que de para fazer que de certo. Péssimo serviço.,Horrível,1
310,2021-08-19 10:51:59,Como as reviews anteriores. A biometria facial não funciona e não há outro meio de ligar no app,Scan de rosto não funciona,1
311,2021-08-19 03:20:02,"App muito ruim 
Faz tudo o que pede e no final não dá em nada sem dizer que trava e começa do início",aplicativo ruim,1
312,2021-08-17 21:35:13,Péssimo! Essa biometria facial não funciona de jeito nenhum !,Não funciona,1
313,2021-08-17 15:59:43,A biometria facial não funciona de forma alguma. Bem ridículo isso para duplo fator,Biometria não funciona,1
314,2021-08-16 01:33:16,"Impossível validar a etapa inicial com o rosto. Não importa a forma das fotos, nunca da certo. Aplicativo ruim demais. Desisti de tentar.",Horrível,1
315,2021-08-13 19:54:30,"Horrível , vc perde tempo em tirar foto virar sorrir piscar , parece piada .",Horrível,1
316,2021-08-13 01:04:20,Muito difícil para fazer o reconhecimento facial,Difícil,1
317,2021-08-12 23:48:06,"O reconhecimento facial não funciona. 
App ruim desde o cadastro.",Ruim.,1
318,2021-08-12 23:34:46,Não consigo fazer a biometria facial. Assim não entro no aplicativo. Não reconhece. Uma piada,Inoperante,1
319,2021-08-12 15:29:51,"Alguém consegue entrar nesse app? Pq essa biometria é ridícula, tentei fazer mil vezes e não dá certo, arrumem isso",Atualização horrível não entra,1
320,2021-08-12 12:42:53,"Já tentei inúmeras vezes cadastrar a biometria facial, mas sempre da erro! Impossível passar desta etapa! Precisam resolver isto urgente!!",Reconhecimento fácil não funciona,1
321,2021-08-12 02:41:35,"Desde que fiz o cadastro no gov.br só consegui acessar minha CNH uma vez, habilitei a verificação em duas etapas mas o aplicativo não manda o código para o meu celular e não consigo abrir nada! Quando tento abrir uma manifestação, ouvidoria ou qualquer outra opção aparece a mensagem de site bloqueado por certificado vencido. Como resolver isso ?  Agora tudo depende dessa conta Gov.br e não consigo acessar mais nada! Preciso da minha CNH urgente!",Péssimo e inseguro,1
322,2021-08-12 01:21:04,"Aplicativo ruim. Reconhecimento facial não funciona, fazendo o usuário perder tempo e se irritar. Pouca informações. O Sigepe era muito melhor.Essa equipe precisa aprender com desenvolvedores de aplicativo que funcionam bem, como os dos bancos e dos smartphones. 
Paulo Santos",Meu gov.br,1
323,2021-08-10 21:41:35,Como que cadastra sem CNH?,Não tenho CNH,1
324,2021-08-10 13:29:04,"Tento cadastrar minha senha e fala que já estou cadastrada, mas não fiz cadastro nenhum e clico em recuperar senha e fala que foi enviado para um e-mail que não é meu",Não consigo cadastrar,1
325,2021-08-09 01:46:10,Não consigo confirmar a biometria! Fiz inúmeras vezes em dias diferentes e não deu certo! Poderia deixar ligar sem isso.. mas ainda pede QR code.,Biometria péssima,1
326,2021-08-07 15:08:32,"Muito ruim o app. Já entrei em contato por diversas vezes Pará solucionarem meu problema, porém sem sucesso. Meu login e senha estão corretos, e na verificar de duas etapas, onde é enviado uma mensagem para o número do meu celular, no momento que solicito para receber a mensagem, informa mensagem enviada, porém essa mensagem nunca chega. Sendo assim não consigo passar dessa etapa de acesso. Não tem um campo para tentar resolver esse problema. E como já falei, tentei por diversas vezes outro meio para resolver e não obtive sucesso.",Acesso é um lixo,1
327,2021-08-07 01:22:28,0 zero,Sistema não funciona para validação facial da prova de vida,1
328,2021-08-06 14:51:39,Para acessar minha conta aparece um e-mail que não criei e diz que está enviando um código de acesso para esse e-mail. Não me dá opção de alteração de dados para eu poder cadastrar meu e-mail correto,Péssimo,1
329,2021-08-04 00:08:31,Não te reconhece! Muito mal feito!!,Pior tecnologia de biometria facial que existe!,1
330,2021-08-03 18:20:47,"Faz dois meses que tento fazer a minha prova de vida e nada. Consegui fazer o da minha mãe e da minha irmã, mas o meu não consigo. Não sei nem a que pedir ajuda.",Não funciona,1
331,2021-08-03 18:14:49,Péssima explicação. As fotos de exemplo mostram a pessoa sempre com metade do rosto mas so funciona se vc movimentar o rosto pra os lados!,Validação facial pessima,1
332,2021-08-03 18:06:11,"Se pudesse eu daria zero para este App, péssimo, não funciona de forma alguma!",Não reconhece a face,1
333,2021-08-02 23:23:54,"Não consigo cadastrar, só aparece “verificação biométrica invalida”",Biometria,1
334,2021-08-02 16:11:45,Bem difícil . Não consegui fazer nada do que queria,Avaliação do app,1
335,2021-08-01 12:49:47,"Na hora de realizar o login pede o código enviado por sms, mas não recebo. Estou precisando acessar o App urgente e não consigo.",Não envia SMS,1
336,2021-08-01 10:14:05,"Estou com minha contas bloqueadas e não tenho acesso a esse aplicativo porque ele exige que eu coloque o número da minha CNH
 Esse documento eu não tenho. Quero outro método para entrar neste aplicativo. Preciso de ajuda",Não consigo acessar,1
337,2021-07-29 20:54:09,Péssimo,Não funciona,1
338,2021-07-29 18:30:10,"Já tentei com diversos tipos de fundos e luzes, e o aplicativo fica afirmando que é inválido",Autenticação do rosto não funciona,1
339,2021-07-29 16:32:10,Não lembro a senha e não consigo recuperar a conta por meio nenhum e não consigo contato com suporte,Não consigo logar,1
340,2021-07-29 11:13:40,"Reconhecimento facial simplesmente não funciona, precisam acertar esse BUG, pois já vi aqui vários comentários a respeito. Horrível, inacessível.","Inútil, pois não funciona",1
341,2021-07-29 10:49:19,"A ideia da foto e legal. Mas precisa ter o link de atualizar, ou um meio de solicitar para refazer. Pois, dependendo da situação, a pessoa e pega de surpresa e faz a foto horrorosa. Por exemplo… precisei fazer um BO e na delegacia me disseram que eu precisaria baixar o aplicativo é me cadastrar. Além do tempo que levei até consegui fazer a foto, não sabia que seria a foto do documento e está ficou HORRIVEL. Então me dei conta se o caso fosse de violência e eu estivesse com a cara toda espocada de porrada. Seria essa a foto do aplicativo. Que ainda pede para vc sorri!.😳. Não tem lógica isso. Por isso a importância de rever essa situação e providenciar a atualização de cadastro no item FOTO.",Mal planejado./Precisa melhorar.,1
342,2021-07-28 12:54:36,Mais de 20 dias tentando é só da erro,Aplicativo horrível,1
343,2021-07-28 01:11:47,Aplicativo demora 3 meses pra entrar sfd nunca melhorar,Al,1
344,2021-07-28 00:02:08,Biometria não funciona,Biometria não funciona,1
345,2021-07-26 20:34:08,"A ideia do APP é boa! Porém trabalhosa e não há canal de comunicação com um suporte!
Já utilizei logo que baixei o APP! No entanto, em outra oportunidade que precisei, não há meios de logar!
Já recadastrei a senha dezenas de vezes, mas não hora do acesso, pede o código de acesso à ser enviado para o celular que, simplesmente, nunca chega!
Ele vincula outros APPs e acaba impedindo acesso a eles também!
Infelizmente a avaliação não é das melhores!",Código de Acesso,1
346,2021-07-26 14:06:16,Biometria não funciona,Biometria não funciona,1
347,2021-07-26 11:44:00,Biometria não funciona e o App não me dá outra maneira de acesso,Biometria não funciona,1
348,2021-07-24 14:16:38,"A validação facial sempre da erro, quando termina com sucesso da erro ao enviar e tem que começar tudo de novo",Lixo de aplicativo,1
349,2021-07-23 20:54:51,Ódio,"Simplesmente horrível a verificação, já tentei várias vezes em locais diferente e não reconhece",1
350,2021-07-23 19:18:49,Tentei 39 vezes. Sera isso mesmo? Pouco amigavel,Reconhecimento facial,1
351,2021-07-22 23:30:59,"Pior app que já vi, tá na hora de contratar desenvolvedores melhores. 
Um impossível pra recuperar senha, pq o app eh tão fraco que conseguiram mudar o cel e e-mail cadastrado, melhorem isso urgente, os dados dos usuários não são brincadeira.",Péssimo app,1
352,2021-07-22 23:00:49,Péssimo!!!!!!!,Péssimo,1
353,2021-07-21 19:06:08,"Não funciona! Ainda não passei da fase de validação facial. Já estou tonta de tanto virar pra esquerda, pra direita, sorrir e piscar. Frustrante!",Um cocô,1
354,2021-07-21 18:09:03,"Tentei umas 30 vezes cadastrar mais essa biometria horrível , toda hora tá invalida ou não consegue ver meu rosto !!",…,1
355,2021-07-21 16:53:41,UM LIXO!! Há anos que reclamamos do reconhecimento facial e ainda não ajeitaram. Estou a semanas tentando acessar a minha própria conta.,PÉSSIMO!,1
356,2021-07-20 16:06:44,Fuleiro,Fula’,1
357,2021-07-19 22:07:01,"Não tem quem consiga validar a biometria, pois simplesmente a do app não funciona!",Péssimo,1
358,2021-07-19 15:13:07,"O reconhecimento facial simplesmente não funciona, já cansei de virar o rosto pra esquerda e pra direita, todas as vezes que tento não consigo, é revoltante!!!!!",Biometria facial não funciona,1
359,2021-07-19 14:58:41,Perde se um tempo enorme tentando fazer o cadastro que não faz leitura nunca!!! Péssimo! Não funciona,App não funciona,1
360,2021-07-18 23:02:04,Querem ser digital e não tem nem estrutura para isso.,Impossível,1
361,2021-07-16 23:40:22,"Toda vez que faz login no APP tem que fazer o cadastro facial , faço a identificação e da ok, no app solicita para autorizar meus dados , acesso e mostra autorizado, saio do app, e toda vez que vou entrar solicita todo o processo de identificação facial, ou seja, toda vez que entro no aplicativo tenho que fazer “vire à direita, vire à esquerda, sorria, pisque os olhos “",Dificuldades,1
362,2021-07-16 21:42:03,"Nunca vi algo assim, não consigo acessar pq diz enviar o código para o celular cadastrado mais não foi cadastrado.
O processo do posso lhe ajudar não resolve nada absolutamente nada, este é disparado o pior serviço prestado em um aplicativo que eu já conheci.",Péssimo,1
363,2021-07-16 11:40:52,"Por favor verifiquem esse requisito, está difícil faz todos as demandas e ainda trava e fica repetindo inúmeras vezes!!",Falha na biometria,1
364,2021-07-16 02:25:11,"Troquei o aparelho Cell tento acessar minha conta e o cod de verificação não veem nem com reza brava., já troquei a senha umas 10 x ., aí tento acessar minha conta e o diabo do código não aparece quero ajuda por favor ….?",Troquei,1
365,2021-07-15 23:04:53,"Em pleno século XXl, o Brasil não tem apps ligados ao governo federal no mínimo razoável. Esse app precisa urgentemente de melhorias, eu tenho a biometria cadastrada no TSE, autorizei em janeiro ok, ""aceito""; agora que preciso fazer minha prova de vida, está com mensagem ""que preciso autorizar o SIGEP, e onde nesse app autoriza? nem no outro do governo tem onde autorizar! Deve ter um link de autorização. Pessoal de TI tem que resolver isso, ou eu tenho que ir ao Banco fazer o que prometem em um app com marketing de nova tecnologia? Melhorem, isso é praxe eficaz em vários países do mundo.
Eu tive que fazer a comprovação de vida via banco porque o app é ineficaz e, repito, tenho biometria sim, cadastrada no TSE.",Muito ruim,1
366,2021-07-14 20:33:32,"O suporte nunca da certo, já tô tentando falar com eles a dois anos e nada de resposta, não consigo acessar minha conta pra saber onde vai ser a minha prova do enem e nem pra verificar a inscrição",Não aguento mais preciso de suporte,1
367,2021-07-14 14:43:43,"Como não pensam pra fazer um aplicativo? Se eu esqueci a senha, como vou entrar no aplicativo (que precisa da senha) pra refazer?? Pelo amor Deus.. pensa um pouco!! Fui entrar agora com QR-code e a mulher enlouqueceu.. me mandou olhar pra todos os lugares ao mesmo tempo!!",Horrível,1
368,2021-07-14 12:26:46,Pra mim o aplicativo nem passa a etapa de ler o QR code.,Horrível,1
369,2021-07-14 03:41:33,Simplesmente da erro depois da validação facial depois de todos os procedimentos,Erro na validação facial,1
370,2021-07-14 02:54:31,"Há dias que estou tentando entrar na minha conta mas sempre dá: “senha invalida” e não é a primeira vez que isso acontece. Já tive esse problema uma vez.
Já tentei de todas as formas (por validação fácil e código para o meu número) recuperar a minha conta, mas não estou conseguindo nenhum dos dois e nem tem a opção de “e-mail” me ajudaria muito ter pois quando fiz minha inscrição coloquei todos os meus dados certinhos. Hoje passei boa parte do dia tentando recuperar a senha mas não tive sucesso... até que desisti.
Não sei o que faço, mas queria muito que vocês resolvessem esse problema porque esse aplicativo tá um lixo.",Arrumem por favor,1
371,2021-07-14 00:51:31,Há dias tentando acessar sem sucesso.,Não funciona,1
372,2021-07-13 21:36:10,Estou tentando fazer a validação e me pede os dados da CNH… como vou colocar dados de algo que não tenho ??? Absurdo!,Ridículo,1
373,2021-07-13 16:16:45,Quem foi o mal amado que inventou essa biometria facial??? Estou 2h tentando e não dá para completar!! Ja tentei de tudo quanto é jeito e lugar!!!,Biometria facial NÃO FUNCIONA,1
374,2021-07-12 18:32:08,"Não sei como essa empresa responsável pelo desenvolvimento deste software venceu essa licitação. Me estranha ainda mais a Administração Pública já não ter tomado providências a respeito. Esse cadastro biométrico é inaplicável, beirando ao ridículo.",Ridículo,1
375,2021-07-12 15:36:45,"O aplicativo não reconhece biometria facial. 
Para que colocar no ar um aplicativo que não presta???? Como é obrigatório estou a dias tentando fazer essa validação, após muitas , muuuuitas tentativas seguindo todos os passos para registrar foto, de frente pra esquerda pra direita sorrindo piscando... no final sempre dá erro, um absurdo exigir uma ferramenta que não funciona. É impossível cadastrar tal reconhecimento facial... Existe algum órgão físico que eu possa ir para resolver isso??????",Uma vergonha - não funciona,1
376,2021-07-12 00:09:38,Simplesmente um lixo essa D35GRAÇA não válida o reconhecimento fácil nem com reza brava.,Lixo de app. Não válida nunca,1
377,2021-07-09 18:00:13,Ruim. Não abre o aplicativo nunca. Congela.,Meu gov.br,1
378,2021-07-08 14:16:36,"Apesar de fazer tudo conforme solicitado, com varias tentativas, no final o programa diz que não foi possível concluir a tarefa",Não funciona,1
379,2021-07-08 13:25:56,Precisa ter CNH para fazer login. Talvez algum dia eu tire a minha carta e volte a baixar. Ou alguém envolvido no desenvolvimento do app tenha algum lapso de lucidez e corrija esse absurdo.,“Gov.br para habilitados” seria o nome ideal,1
380,2021-07-08 11:28:43,"O aplicativo fecha ao abrir a câmera para tirar a foto, já tentei várias vezes, haja PACIÊNCIA !!!",NÃO FUNCIONA!!!!,1
381,2021-07-07 11:42:18,"Faço a foto como na instrução e não consigo acessar o App, mensagem de ERRO foto ou dados incorretos,O QUE EU FAÇO?????",Biometria facial ruim,1
382,2021-07-06 20:12:18,"Eu faço tudo certo no reconhecimento facial mas não funciona, nunca.",Reconhecimento facial não funciona,1
383,2021-07-06 14:49:51,Esse troço não funciona ... Horrível!!! Preferia um milhão de vezes o outro aplicativo 😡,Horrível,1
384,2021-07-06 14:26:01,Tentei umas 40 vezes PÉSSIMO,Péssimo pra foto,1
385,2021-07-06 00:19:06,"Assim que coloco o CPF e a senha, pedi pra mim colocar CNH e eu não tenho CNH por que quero acompanha o enem só isso, e to muito grilada com esse aplicativo",Não funciona,1
386,2021-07-05 16:38:51,O app fica tentando carregar mas não entra.,Não funciona,1
387,2021-07-04 18:13:20,"Como vocês colocam como confirmação primária os dados da CNH?! Consideraram que tem gente que mal entrou num carro na vida? Deviam colocar ao menos o Título de Eleitor como primeira opção. Minha avó que não pode se locomover, terá o benefício suspenso por um erro primário de vocês. Coloquem pelo menos uma caixa pra pessoa marcar que não tem e seguir adiante. Por favor, rever!",Inútil para quem não tem CNH,1
388,2021-07-04 12:35:32,"Sempre usei o App normalmente… agora com esse reconhecimento facial não entra, já fiz umas 10x e não vai",Reconhecimento facial,1
389,2021-07-04 12:30:14,"Péssimo, horrível, não salva os dados adequadamente…",Péssimo!,1
390,2021-07-03 01:42:02,"Já passei tanto estresse, nem cnh, nem carteira profissional, não funciona",Mil vezes não entra,1
391,2021-07-02 20:34:11,Não funciona o envio do reconhecimento facial para o SIGEPE.,Crítica,1
392,2021-07-02 19:05:16,Não consigo recuperar minha senha e o suporte nunca vai só fica carregando,Trava muito,1
393,2021-07-01 18:48:18,"Não tem nada, contracheque, férias, nada",Péssimo,1
394,2021-07-01 11:06:06,"Fica tentando abrir e nada, quando abre, que é raro, não tem a prova de vida que foi o que me fez baixar o APP, e ainda pede pra cadastrar com o rosto, tive que procurar um ortopedista de tanto que virei pra direita, esquerda e depois fui no dentista corrigir o meu maxilar, tinha que sorrir todas as 9.000, vezes que tentei",Não abre,1
395,2021-06-30 16:34:10,"Totalmente sem propósito, a pessoa fica horas para fazer o teste fácil e nada serve, acabando tempo e não consegue concluir, ridículo isso!!!",Ridículo,1
396,2021-06-29 22:58:10,Precisa ser revisada emergencialmente.,Biometria péssima!,1
397,2021-06-29 19:34:05,Alterar fotografia,Troca de fotografia inexiste? Alterar?,1
398,2021-06-29 17:54:03,"Estou tentando cadastrar a biometria da minha mãe e pede número de habilitação!! Como?? Minha tem 84 anos e parou de dirigir há uns 20 anos!! Mas tem a biometria do TRE! Só quero informar o título de eleitor dela, mas a página não avança se não inserir o número da CNH!!! Lixo!! Aliás tudo nesse governo é mal feito e só existe pra ferrar com o pobre!",Horrível!!!!,1
399,2021-06-29 14:23:54,"Já tentei mais de 50 vezes. Isso é ridículo! Obrigar a pessoa a passar por uma biometria que não funciona e esta ser a única opção pra você provar que é você pra acessar coisas que no sigepe Mobile já estavam perfeitamente acessíveis. E vocês ainda desativaram o app que funcionava maravilhosamente. Eu não consigo entender!!!
 Agora eu simplesmente preciso entrar no site do sigepe pra acessar coisas que ficavam disponíveis pra mim e agora, há meses com esse app instalado e sem a possibilidade de usar. Eu vou deletar e entender não existe uma opção acessível. Mas isso é o cúmulo do absurdo",Continuo não conseguindo fazer a biometria,1
400,2021-06-29 12:58:00,Não funciona. Reconhecimento facial é uma piada.,Lixo,1
401,2021-06-28 18:39:00,"Mesmo seguindo todas as instruções o app dava erro na validação facial.
O e-mail para dúvidas sobre o aplicativo gov.br voltava, não estando claro quais e-mails podiam ser usados para dúvidas.",Validação facial,1
402,2021-06-27 21:30:03,Precisa melhorar,Muita dificuldade para leitura facial,1
403,2021-06-26 19:15:32,"Eu tentei autenticar de todas as formas: reconhecimento facial: quando terminei e deu ok, mandam eu baixar o aplicativo de novo! Isso no aplicativo baixado!
Pelo banco , depois de selecionar hidrantes, faixas de pedestres e bicicletas, tem que autenticar com um Token, depois do token tem que digitar um codigo que foi enviado para o e-mail . Só que esse código não chega nem na caixa de spam . Pelo cpf a capicha diz que sou um robô e acaba aí. Me admira que alguém tenha recebido pagamento para fazer o pior aplicativo do mundo. Me contrata que eu faço algo bem menos tosco pela metade do preço dos desenvolvedores",Impossível,1
404,2021-06-26 16:45:33,Eu não tenho CNH óbvio que não vai conseguir validar meu cadastro. Que sistema é essa?,Data de emissão de CNH,1
405,2021-06-26 15:46:02,Tecnologia não reconhece meu rosto já tentei várias vezes com luz natural artificial e nada esse app só pode ter sido feito nas coxas...,Lixo,1
406,2021-06-25 15:24:42,"A biometria facial não funciona, já tentei diversas vezes e não pega",Péssimo,1
407,2021-06-25 15:07:47,"Talvez um dos piores app que existe, NADA FUNCIONA! Já faz meses que tento botar a minha CNH aqui é sempre é uma complicação",APLICATIVO PÉSSIMO!,1
408,2021-06-25 13:51:58,Como uma pessoa que nunca teve cnh deve colocar a última data de emissão da mesma? Sendo que ele não te da nenhuma outra opção?,Sem cnh,1
409,2021-06-25 12:11:02,Há quase dois meses tento a biometria e não dá certo! Raiva total…,Péssimo,1
410,2021-06-25 06:49:21,"Eu tinha um iPhone 7 e nele funcionava perfeitamente, na época até me surpreendeu a qualidade do app, recentemente troquei de aparelho para iPhone 12 e o app fica carregando e nem abre a tela inicial para que seja digitado o cpf para login",Não funciona no iPhone 12,1
411,2021-06-23 16:09:25,"Fui me cadastrar e já estava cadastrada em OUTRO E-MAIL E EM OUTRO CELULAR, que NÃO são meus!!! Não sei pra quem ligar, já tentei até o ciops e nada, ninguém sabe me dizer nada! Peço que entrem em contato comigo urgente!!!!",Estão usando meus dados!,1
412,2021-06-23 01:00:43,"No meu caso, como servidor, a única opção que o app oferece para validação da biometria é a CARTEIRA NACIONAL DE HABILITAÇÃO??? Mas eu não renovo a CNH há mais de 20 ANOS!!!",Terrível,1
413,2021-06-22 14:58:12,Várias vozes falando ao mesmo tempo,Reconhecimento facial,1
414,2021-06-22 14:02:09,"Estou no site do INSS e a droga do site não sincroniza com o aplicativo.
Errei uma resposta e agora tenho que esperar 24 horas pra tentar de novo.",Imprestável,1
415,2021-06-21 21:00:43,"É muito ruim. Já tentei umas quinze vezes é detentor virar para a esquerda e direita tive torcicolo.
Tenho biometria facial em diversas instituições e é muito mais fácil de fazê-las do que aqui.
A prova de vida só consigo fazer se conseguir a biometria facial.
Vou ter suspenso meu pagamento????
Péssimo aplicativo.",Biometria facial,1
416,2021-06-21 18:06:50,"Aplicativo não reconhece, minha mãe idosa ficou com dor no pescoço de tanto que teve que repetir o movimento por diversas vezes pq esse APLICATIVO NÃO RECONHECE.  tenham senso e arrume isso logo.",Péssimo !!!,1
417,2021-06-21 17:49:18,"Se eu clico em esqueci a senha, e solicito um código pelo celular. Eu recebo código.  Porém na autenticação de 2 o código nunca chega ao celular cadastrado.   6 meses tentando uma solução mas os canais de comunicação são falhos.",Autenticação de 2 etapas tem falha,1
418,2021-06-21 16:38:51,Para que tanto fru-fru? É só para justificar o próprio trabalho inútil de burocrata e a compulsão por controle. Vai dormir.,Para quê?,1
419,2021-06-21 15:20:11,"A autenticação de dois fatores não funciona

Embora habilitada, não consigo receber o código de autenticação por SMS, e, embora solicite o reenvio, o código nunca chega 

Já tentei recuperar a senha por outras formas, inclusive SMS, e faço a alteração da senha, mas não consigo acessar pois não recebo o código SMS da autenticação de dois fatores",Autenticação de Dois Fatores Não Funciona,1
420,2021-06-19 21:50:41,Horrível,Horrível,1
421,2021-06-18 15:22:55,Já tentei de tudo e não consigo fazer a validação facial. Não entendo porque não posso fazer a prova de vida no “SOU GOV.BR”.,Não funciona.,1
422,2021-06-17 18:54:56,"O aplicativo e o site são impossíveis de se utilizar. O app não funciona, não envia a mensagem da autenticação de dois fatores, consequentemente o site não funciona e a situação é um loop infinito. Impossível falar com qualquer pessoa e ter atendimento para solucionar o problema.",Impossível acessar,1
423,2021-06-15 16:02:46,Não funciona validação fácial,Facial,1
424,2021-06-15 13:46:15,Alguém está usando a minha conta pela segunda vez vejo um e-mail que nunca foi o meu. Isso é sério! Meu CPF é 045.468.824.59. Isso é um absurdo e vcs envio o código de validação facial para o e-mail do bandido! Vejam como mudar ou melhorar isso! Recebam essa crítica como denúncia também !,Roubo,1
425,2021-06-15 00:45:33,"Não tem jeito de proceder com a autenticação facial. Sendo assim, o app é inútil.",Não funciona,1
426,2021-06-14 11:47:21,"Muita coisa precisa ser resolvida. Eliminaram o Sigepe (que funcionava bem), não entendi…",não funciona,1
427,2021-06-12 23:49:19,Pescoço duro de tanto virar pra esquerda e pra direita. E nada de funcionar esse reconhecimento facial…!,Torcicolo,1
428,2021-06-12 23:29:44,"Por causa da dificuldade em operar com esse aplicativo, estou até hoje sem receber meu benefício!",Aplicativo,1
429,2021-06-12 17:14:56,"Péssimo reconhecimento fácil. Eu tive que tentar muitas vezes, durante muito tempo, pra conseguir finalizar o reconhecimento",Reconhecimento facial muito ruim,1
430,2021-06-12 13:36:54,"A ideia desse aplicativo é ótima, porém o desenvolvimento é péssimo. Não consigo entrar na minha conta pois me pedem a data da última emissão da CNH. Eu nunca tirei CNH; no aplicativo não tem a opção “não tenho CNH”, portanto, não consigo passar dessa parte. O meu principal motivo para baixar o aplicativo foi o aumento da segurança da minha conta gov (confirmação em duas etapas). Mas já vi que não será possível….",CNH,1
431,2021-06-11 21:40:09,Muito ruim. Não tenho CNH e não há outra opção de validação facial…,Péssimo,1
